BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings
169367,Devil's Playground,2014,"What happens when you and your friends have to survive a weekend in the world's most diabolical city while trying to be the one with the most money when it's over? Prepare to use money, wits, people, and a dash of good, old-fashioned luck as you swindle, bribe, steal, and kill your way to the top! With an endless number of strategies to employ, pitfalls to avoid, and ways to make money, Devil's Playground ensures that you'll have every opportunity to be the worst person you can be! This game is intended for mature individuals only! The rules and strategy guides are available to read and print on manufacturer's website.&#10;&#10;",3,6,0,0,6.16667,0.0,6
299902,Crom: Companion,2013,"A companion to CROM, the skirmish game set in the Hyborean Age.&#10;&#10;Contains:&#10;&#10;     an introductory scenario suitable for solo or group play with an illustrated example of play, &#10;     a guide to scenario design, suggested tactics for playing a hero and &#10;     a step-by-step guide to building a fantasy tower to get your scenery off to a great start.&#10;&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,8,60,60,7.0,0.0,1
4318,"Cannes: Stars, Scripts and Screens",2002,"From back of box:&#10;&#10;It's the big screen, and you're playing in the big league.  Well, nearly.  Maybe this year you'll make it big...  Nominations are due to be published any day now, and hey, who knows, maybe you will finally get that Oscar or Palme d'Or you so deserve.  Or will you?  They say girlie movies like you've been making lately are going out of fashion, that the modern public has a yearning for plot-less action titles.  Maybe it is time to invite that rotten art critic over for drinks, and convince her of the value of your masterpieces... or tune into the old boys network and really get the show on the road.&#10;&#10;In Cannes - Stars, Scripts & Screens, each player takes the role of a small-time movie producer, trying to produce as many movies as possible.  The game can be played by 2 to 4 people and takes 45 to 90 minutes, depending on the number of players and their gaming experience.&#10;&#10;Authors:  Joris Wiersinga, Jeroen Doumen, Tamara Jannink & Herman Haverkort&#10;&#10;Graphics:  Tamara Jannink & Herman Haverkort&#10;&#10;",2,4,90,90,6.28912,5.6446,490
31022,Balls a Poppin,1979,"Action dexterity game where the players shoot balls towards a goal ""ala Gnip Gnop"" but attempt to get four in a row of their color either vertically, horizontally or diagonally ""ala connect four"".&#10;&#10;",2,2,10,10,8.0,0.0,1
49038,Battleground Fantasy Warfare: Umenzi Tribesmen,2007,"Not playable on their own as you need two starter decks to play the game.&#10;&#10;Battleground Fantasy Warfare is a point-based tabletop tactical wargame in which units are represented by cards.&#10;&#10;The Umenzi Tribesmen draws inspiration from the great Zulu armies of earth as well as a cinematic take on Voodoo, adding a new level of magic to Battleground play.&#10;&#10;",2,2,60,60,7.41111,5.5312,36
193122,Stir Fry Eighteen,2015,"Stir Fry Eighteen is a game about cooking stir fry while deceiving your opponents and trying to score the most points at the table. Players draw additional cards each turn by discarding either pairs of matching ingredients or ""protein cards"" face down. Each player draws a card each turn and then may discard face down ingredients to draw more cards. Players can call for a Taste Test and flip these cards over! Catching another player using false ingredients is super tasty and grants you more cards, but beware, wrongly accusing a player will cost you all of your cards!&#10;&#10;",2,5,5,12,6.07774,5.53313,318
32566,Survival Terror,2005,"Another free game from DaVinci games.  This game attempts to recreate the horror and tension from Romero's Living Dead movies in a tongue-in-cheek way.  Using hex maps, the player is put into a house, shopping mall or army base where they are fighting for their lives against zombies.&#10;&#10;This is not an actual game, but a humoristic take on zombie games hosted in a issue about funny games.&#10;&#10;This game was available in the free web magazine GiocAreA OnLine (former partner of daVinci Editrice) as a promotional tool.&#10;&#10;",1,2,30,30,1.0,0.0,3
229096,Blood Bowl (2016 Edition): Skaven Team Booster,2017,"Skaven society is highly stratified and bound up in complex rituals, but on the Blood Bowl pitch, all barriers drop away as every player gives their all for their team&rsquo;s complete and utter victory. The game has become very popular in all fields of Skaven life &ndash; the Skaven loving any opportunity for mindless violence. In fact, it has been very difficult to persuade them that there is any other purpose to the game once they are on the field, or even when they are just spectating in the stands! Some of the great all-time Player Death and Crowd Death records have occurred in games in which the Skaven have been on the pitch.&#10;&#10;Expand, enhance, fill out and indeed boost your Skaven team with this booster pack! It contains 4 resin miniatures &ndash; 2 Gutter Runners, a Blitzer and a Thrower &ndash; each covered in detail and posed dynamically, with all the billowing cloaks, sinister hoods, sharpened teeth and ghastly claws you&rsquo;d expect. the Blitzer is a particular standout: not content with his own natural claws, he&rsquo;s added pointy things to nearly every surface of his body and armour he can&hellip;&#10;&#10;These 4 resin miniatures come as 14 components, and are supplied with 4 32mm Blood Bowl bases.&#10;&#10;",2,2,60,180,7.65,0.0,10
60031,Memo-Mime,1987,"The players draw cards with instructions (grimacing, making animal sounds, certain movements etc.) and perform the task. Then the card is put into a holder so only the other players can see them. In each round, before another card's task is performed, all previous tasks also have to be fulfilled. A player who cannot remember the tasks is eliminated. The last player ""standing"" is the winner. The game comes with 54 cards.&#10;&#10;",2,4,20,20,5.28571,0.0,7
293012,Blood Bowl (2016 Edition): Goblin Team Card Pack,2019,"Coaching goblins can be a chaotic mess in all the right ways. Keep that mayhem to the pitch and get organised with this deck of 44 reference cards. Keep track of stats for each position, Star Players, Dirty Tricks and Miscellaneous Mayhem.&#10;&#10;This pack also includes 6 Special Play cards, which can be used by any team!&#10;&#10;This set contains:&#10;&#10;     Reference cards for Goblin, Bomma, Looney, Fanatic, Doom Diver, Pogoer, &lsquo;Ooligan and, of course, Troll players&#10;     Reference cards for Star Players like Fungus the Loon, The Black Gobbo, and Bomber Dribblesnot&#10;     Blank cards to create your own players&#10;     1 team roster card, with a match record on the reverse&#10;     3 Dirty Tricks cards: Honest, Guv! Hideous Tittering, Total Con-Troll&#10;     3 Miscellaneous Mayhem cards: Oi! Where'd 'E Go?, Fanatic On The Loose, Mushroom Brew.&#10;     6 universal Special Play cards&#10;     The all-important card that explains how to use the cards, with a red card on the reverse&#10;&#10;&#10;Key Features&#10;&#10;    Full set of reference cards for your Goblin team&#10;    Includes blank cards for all eight positions&#10;    Speed up your games and keep track of your roster, players and special rules&#10;&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,2,45,120,6.71429,0.0,7
119997,Esel Lino,2007,"Objective: be the first getting rid of all your cards&#10; - acting by turn - &#10;1. put all five '1' cards face up into middle of the desk, take out the donkey card; all other cards are shuffled and handed out&#10;2. each player forms a pile, cards face down&#10;3. draw top card; if you can discard it - must match colour & must show a value of +1 (='2' in the very first moment/round) put it into the middle ==&gt; form a pile&#10;3a. if it doesn't match ==&gt; form your open pile next to you... ==&gt; next player's turn&#10;4. draw top card; if you can discard it - must match colour & must show a value of +1 ==&gt; desk pile (priority!) &#10;OR ==&gt; must show a value of +/- 1 & no need of matching colour to place on top open pile of one of your opponents&#10;5. if your face down pile is empty turn your open pile face down   &#10;6. if active player misses an opportunity to discard or plays wrong sequence ==&gt; gets penalty: donkey card & 1 card from each opponent &#10;content: 100 cards numbered 1-20/5 colours&#10;&#10;+  1 donkey & 3 joker cards&#10;&#10;remarks:&#10;less enjoyable with 2 players&#10;&#10;",2,8,20,20,5.0,0.0,1
200937,GreenFrogRedFox Game,2016,"The GreenFrogRedFox Game is not available for purchase. To play for free, simply go to www.greenfrogredfox.com and follow instructions on the ""GAME"" and ""RULES"" link in the top navigation bar.&#10;&#10;This is an education roll-and-move game. Each turn, a player (or team) rolls the dice, and moves their pawn the indicated number of spaces. After moving, they will usually have to answer a question, which depends on the space they have landed on. If answered correctly, they score points.&#10;&#10;Each time they pass go, the player collects an animal card. These cards are also worth points. However, when a player lands on an Animal Spot, (StrangerBear, BobCat, BuzzFly, AllieGator) they are stuck on that spot until they can discard a matching card. In the meantime, they may draw one new card or trade with another player for a matching card.&#10;&#10;The game ends after all players have answered ten questions correctly. This is tracked by coloring in a drawing. Now, the points from the questions and held animal cards are added up. The player with the most points wins the game!&#10;&#10;",2,40,20,45,0.0,0.0,0
155698,Hvem i all verden?,2013,"Can you get the team to guess who the celebrity is - without saying the name?&#10;&#10;Hvem i all verden? (Who on Earth?) is based on celebrities.&#10;&#10;Game mechanics are as simple as it is fun:&#10;The game spans three rounds, and each round you will give your teammate tips about which celebrities are on the cards. In the first round there is no restriction on the number of hints. In the second round, the same celebs guessed again, but now players must navigate using only a single keyword. In the third and final round, the hints muest be wordless, like miming or humming.&#10;&#10;",4,15,90,90,5.0,0.0,3
5723,Shattered States,1990,"The Game to Reunite the United States&#10;&#10;What if a crisis has split the U.S. into many polarized factions?  What would it take to reunite the United States?&#10;&#10;Played on an area map of the U.S., through skillful play, combined with the luck of the dice and random event cards, players assume control of a faction that is trying to reunite a hypothetical ""shattered"" U.S. by any means necessary... military or economic.&#10;&#10;The game is played through a variable number of turns until either a player wins an ""automatic"" victory (i.e.-controls more than 1/2 the map) or turns are played out in which case the player with the most controlled areas wins.&#10;&#10;",2,6,120,120,6.51224,5.52104,49
297205,A Game of Thrones: The Card Game – Westeros Draft Pack,2014,"Westeros is the second draft pool for A Game of Thrones: The Card Game Draft Play, consisting of 240 randomized cards, including a healthy representation of cards from the Kingsroad and Conquest and Defiance cycles, as well as no fewer than thirty-four preview cards from the Wardens cycle. Additionally, ten different &ldquo;draft format only&rdquo; cards ensure that your draft experience will be both truly dynamic and unique.&#10;&#10;At the heart of the Westeros play experience are its randomized Westeros Draft Packs. Compiled according to a custom algorithm, and drawn from a pool of 240 pre-selected A Game of Thrones: The Card Game cards, each Draft Pack introduces a unique combination of 50 draft cards. Draft Packs are printed and made available to you via Fantasy Flight Games in-house manufacturing.&#10;&#10;Each player in a Westeros draft will need two separate packs:&#10;&#10;     One fixed, reusable Westeros Draft Starter pack &ndash; rules and 19 essential cards that provide the economic backbone of your deck&#10;     One Westeros Draft pack &ndash; a selection of 50 randomized cards to be drafted&#10;&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,60,120,8.0,0.0,1
166128,Apples & Oranges,2014,"OVERVIEW&#10;Apples & Oranges (A&O) cards is a game designed by Ray Lauzzana.&#10;&#10;Apples & Oranges contains a deck of 36 playing cards with various numbers of apples and oranges on each card, plus three instruction cards.&#10;&#10;In addition, there ore two indicator cards - one for the orange team and another for the apple team.&#10;&#10;This game may be played by two to four players. When playing with four players, they play in two teams - the orange team vs. the apple team.&#10;&#10;When playing with two players, one payer plays the apple side, the other plays the orange side.&#10;&#10;OBJECT OF THE GAME&#10;The goal is to build a group of fruit that is larger than your opponents,&#10;&#10;For example, if at the end of the game, the orange team has a cluster of 26 oranges, and the apples are dispersed into smaller groups, then orange gets 26 points, and wins. If both players&rsquo; largest groups are the same size, they are tied.&#10;&#10;",2,4,30,30,0.0,0.0,0
3201,Lord of the Rings: The Confrontation,2002,"An asymmetrical Stratego-like game themed around The Lord of the Rings. Each player controls a force of 9 unique characters (light vs. dark) whose identities are hidden from their opponent at the beginning of the game. Each player also starts with a hand of 9 unique cards, which are used in resolving combats as the characters move out across the board. The victory conditions of the players are also asymmetrical: the Fellowship player wins by moving Frodo into Mordor (thus destroying the One Ring), while the Evil player wins either by killing Frodo or by moving 3 Evil characters into the Shire.&#10;&#10;Lord of the Rings: The Confrontation has also been the object of an extended edition (see Lord of the Rings: The Confrontation) comprising the original characters and a full set of new characters.&#10;&#10;",2,2,30,30,7.21712,6.79296,7039
60513,Mystic Path: Nebel um Burg Tiefenkaastel,2009,"The first game of the publisher, presented at the games fair in Essen in 2009.&#10;&#10;The game combines the elements of roleplaying games and survival horror. It can be played by 2-5 players, who play 1 of 7 different fantasy heroes. When on the ""world map"" (a village inclding castle) the story is told via MP3-CD while the players progress from location to location. A lot of locations feature turn-based tactical combat on cardboard floorplans.&#10;&#10;",2,5,1500,1500,7.26667,0.0,15
186478,Operation Martlet: The 49th Infantry Division Face 12 SS Hitlerjugend West of Caen – A Pint Sized Campaign for Chain of Command,2015,"Operation Martlet is the fourth of Pint-Sized campaigns for Chain of Command, designed to be played using the campaign handbook At the Sharp End.&#10;&#10;Twenty eight pages long, Operation Martlet follows the established Pint-Sized Campaign format, with an overview of the forces involved on both sides, their deployment shown on period maps and the course of the campaign described in detail before going on to present a mini-campaign covering this combined arms operation launched by the British 49th Division immediately prior to Operation Epsom to seize the Rauray Spur from the defenders from 12 SS Hitlerjugend.&#10;&#10;The campaign is a total of six game tables with the duration running between six and eleven games.  Briefings are provided for both sides, along with measurable objectives, period maps, force and support option listings and everything you need to play this campaign through to its conclusion.&#10;&#10;Like all of previous Pint-Sized campaigns, it is available for the price of a pint in the local pub of the publisher.&#10;&#10;",2,3,0,0,8.33333,0.0,3
160420,Catalogue,2014,"Catalogue was first published in Game Market Osaka 2014.&#10;&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Can you figure out what your partner wants?&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;From the rules:(The basic game is for two people)&#10;&#10;&#10;&#10;Get some catalogs or magazines. &#10;Put the Love Tokens and Markers on the table.&#10;Each player takes one set of cards.&#10;&#10;&#10;The Ranking Player chooses a page of the catalog and decides on a theme.&#10;&#10;The Guessing Player randomly places 7 markers on the page's photos (brown side facing up).&#10;&#10;&#227;&#128;&#128;1. The Ranking Player places the cards on the table face down in order.&#10;&#10;&#227;&#128;&#128;2. The card ranked number 4 is turned face up as a hint for the Guessing Player.&#10;&#10;&#227;&#128;&#128;3. The Marker which corresponds to rank 4 should be flipped to the green side. (Any time a card is revealed, flip the corresponding Marker too!)&#10;&#10;&#10;The Guessing Player tries to guess the Ranking Player's number 1 choice.&#10;The Guessing Player can ask questions, but whether to answer or not is up to the Ranking Player.&#10;The Guessing Player plays the card from his hand which has the symbol he thinks the Ranking Player chose for number 1.&#10;&#10;&#10;The Ranking Player opens the card with the same symbol as the one the Guessing Player showed.&#10;Was it number 1?&#10;&#10;&#10;If the Guessing Player guessed correctly, &#10;he gets a Love Token. If not, he gets nothing.&#10;&#10;&#10;The Guessing Player continues to guess the 2nd and 3rd choices, and so on.&#10;&#10;When the Ranking Player has only one card left, the game is finished.&#10;(The highest score is 5 points. The last card is obvious, so you don't get any points for it.)&#10;&#10;&#10;You can high five each time you get a Love Token!&#10;&#10;&#10;Now the Guessing Player and Ranking Player switch roles.&#10;&#10;&#10;The total number of Love Tokens collected becomes the couple's score.&#10;&#10;",2,8,5,5,6.12692,5.5104,39
264156,Carthago: Merchants & Guilds – Support of the Guilds,2018,"Promo Brettspiel Adventskalender 2018 for Day 18.&#10;&#10;The Support of the Guilds mini-expansion offer players permanent in-game abilities in addition to earning victory points at the end of the game! The 6 new tiles may be used in any combination with the Achievement Tiles (AT) from the base game.&#10;&#10;The tiles offer additional ways for players to earn points at the end of the game or, in exchange for the potential to earn extra points, players can take an additional turn during the game.&#10;&#10;",2,4,60,90,7.15909,0.0,22
239969,Hold That Face,2017,"What face do you make when you're trying to have an intelligent conversation with the drunkest person at the party? Or when you finally reach that itchy spot on your back? How about when family movie night is interrupted by an unexpected sex scene?&#10;&#10;Try to get your team to guess what random moment you're reacting to by just making a face! No sounds, words, or movement allowed!&#10;&#10;To play, one team draws 4 cards from 1 of the decks (happy, sad, scared and mad). Each deck contains cards that describe a specific situation. For example, you will find situations like ""A pigeon just flew right up in your face"" in the scared deck.&#10;&#10;The team picks 1 of the 4 cards to give to the facemaker on the other team. They pass that card to the facemaker who memorizes it and then gives it back. That card is shuffled in with the other 3 cards and passed to the guessers on the facemaker's team. The facemaker takes the mirror that is provided with the game to prepare their expression while their teammates read the 4 cards out loud.&#10;&#10;When ready, the facemaker reveals their expression and must hold it while their teammates try to decide which of the 4 situations they are reacting to. If they guess correctly, they keep the card. If they are wrong, the other team gets the card. Once everyone has been the facemaker once, the teams count up their cards to see who won!&#10;&#10;",4,8,15,30,8.05,0.0,20
23544,Tasten in het Duister,2006,Kleptonauts are hunting the dark and empty universe for Lux supplies. They are raiding neighboring planets and settlements as well as each other to get to these supplies. Their only real concern however is that they don't run out of space rum! If you can keep their ships stocked with run they will most likely do your bidding and make you the richest man in the universe.&#10;&#10;Players bid space rum for control of each of the 6 kleptonaut ships each turn. If they gain control they can move them to pick op Lux treasures and/or deliver them to their own space stations which will generate money. The player with the most money at the end of the game wins.&#10;&#10;,2,4,30,30,0.0,0.0,0
19547,E.S.P.,2005,"From the publisher's site:&#10;&#10;E.S.P. is a game for two players, powerful ESPer (person gifted with mental powers).&#10;&#10;Five dice are rolled and put as a prize. Players put and move multipliers played hidden near these dice, struggling to match on their side their best tiles with the highest rolls, in order to gain victory points.&#10;&#10;During each round, after the initial placement, you can use five special mental power in order to manipulate dice and multipliers: your goal is both to increase your score and to prevent your opponent in doing the same.&#10;&#10;Each round may be either very quick or slow because of long reasoning; the ESPer winning three games will be the winner.&#10;&#10;This game was available in the free web magazine GiocAreA OnLine (former partner of daVinci Editrice) as a promotional tool.&#10;&#10;",2,3,25,25,6.7,0.0,4
200794,Arsenal: Arena Combat – Hammerhead Expansion,2016,"This expansion includes 1 new Mech (Hammerhead) and 2 copies each of 10 new cards that focus on dealing damage, penetrating defenses, and obliterating your opponent; a totally different strategy than what is possible with any of our previously released Mechs. As with all Arsenal content, these cards are interchangeable with cards in other decks, for a truly customizable experience!&#10;&#10;",2,6,30,0,8.5,0.0,2
230043,The Contender: Hamilton Mini Expansion,2017,"Description from the publisher:&#10;&#10;14 card mini-expansion inspired by the smash hit musical and using real quotes from real historical figures themselves. Including Alexander Hamilton, George Washington, Aaron Burr, Angelica Schuyler, Marquis de Lafayette, and Thomas Jefferson.&#10;&#10;BONUS! A card commemorating the Bowling Green Massacre as described by White House counsel to the president Kellyanne Conway.&#10;&#10;",3,99,15,15,8.5,0.0,2
151454,Engage: Spaceship Combat,2013,"Engage: Spaceship Combat is a miniature wargame that allows players to control and battle one or more starships.&#10;&#10;Players alternate in choosing one of their ships and completing three actions with it; these actions can be to attack with various weapon systems, move, repair, transfer power etc.&#10;&#10;Each ship has its own small play card showing its key systems; to which damage and extra power tokens are added making it easy for the players to see what condition and power level the ship's various systems are currently at.&#10;&#10;The game has several pre-set missions with victory conditions allowing players to win a Combat Victory (destroying more of the enemy fleet than their own) and/or Objective Victory (completing the mission objectives).&#10;&#10;",2,4,45,45,9.5,0.0,2
85089,Tannhäuser: Hoax,2010,"From the publisher:&#10;&#10;The moonlight poured in through the windows, casting shadows about the halls. The sentry thought he saw movement, the slightest of disturbances in the pale light that illuminated his watch. He paused, waiting for the ghost to show itself again. But as a sudden chill shot through his spine, he knew that the apparition was behind him. A hand covered his mouth and a translucent blade materialized across his neck.&#10;&#10;&ldquo;Quiet now,&rdquo; Hoax said, with a hint of menace in her voice. &ldquo;We wouldn&rsquo;t want to raise the alarm, would we?&rdquo;&#10;&#10;Fantasy Flight Games is pleased to announce the upcoming release of Hoax, the latest single figure expansion for Tannh&auml;user! Armed with a stealth suit forged from mysterious alien technology, Caitlin &ldquo;Hoax&rdquo; Lamsbury is a ghost on the battlefield, fading from sight only to ambush her foes from the shadows. Her stealth suit, Joshua T1, allows her confuse her foes and infiltrate even the most secured locations.&#10;&#10;Hoax comes complete with four miniatures - one is painted to reflect Hoax fading from sight while the other three are translucent, used to track her movement on the board while she is invisible. When using Hoax&rsquo;s camouflaging suit, players can perplex their opponents by sending her translucent figures in opposite directions. Which one is the real Hoax?&#10;&#10;In addition to the miniatures, Hoax also comes with a rulebook detailing the rules for invisibility, tokens for her equipment (as well as bonus tokens), and a custom scenario which throws players into a deadly game of hide-and-seek!&#10;&#10;Keep your eyes peeled for Hoax, coming soon from Fantasy Flight Games!&#10;&#10;Tannh&auml;user is a squad based tactical board game set in an alternate timeline in which WWI has never ended. The forces of the Reich have turned to the occult, while the forces of the Union have delved into alien technology and developed deadly weapons of war. Using the revolutionary Path-Finding System, Tannh&auml;user is quick and easy to play.&#10;&#10;",2,10,60,60,7.60624,5.58601,93
220445,Unicante 2007: Das Spiel zum Chor,2007,"Unicante 2007 is a German card game based on the student's choir Unicante, specifically its concert season 2007 and the choir members of that year. Cards represent singers, songs, events etc.&#10;&#10;Players compete to collect cards forming a choir and line-up of songs to gather victory points. They have to manage the balance of the vocal parts in their choir and the overall mood of their group, take into account the abilities of their choir members, and use event cards to improve themselves or impede the other players.&#10;&#10;A ""concert"" card mixed into the lower part of the deck announces the end of the game and victory points are counted for the final tally. The player with the highest total wins.&#10;&#10;",2,5,0,0,0.0,0.0,0
107567,Sky Dancers,1995,"The object of Sky Dancers is to be the first Sky Dancer to return the stolen Sky Swirl Stone to Queen Skyla.  Players first move through the Wingdom world, the Chaos Universe and finally to the High Hope Academy.  To move from one world to another, your Dance Student pawn must change its form and turn into its Sky Dancer pawn.&#10;&#10;Contents:&#10;&#10;     1 Game board platform&#10;     High Hope Academy&#10;     Chaos Universe&#10;     6 Sky Dancers pawns&#10;     6 Dance student pawns&#10;     1 Sky-Clone pawn&#10;     13 Plastic pawn stands&#10;     66 Game cards&#10;     Spinner&#10;&#10;&#10;",2,4,0,0,0.0,0.0,0
11754,Ex,0,"At the beginning the game board is filled with all 9 pegs.  Now one player after the other takes his turn and rolls the dice.  The player throwing the highest number starts.  Each turn the player rolls the dice and removes the peg corresponding to the number on the dice.  If the hole relevant to the rolled dice number is empty, the player must return a peg.  The game ends when there are no more pegs on the board.  The player who has won the most pegs is the winner.&#10;&#10;",2,4,0,0,0.0,0.0,0
61507,Dire Heroes: Gas Attack at Ypres,2009,"The Ypres salient, a 6 mile (10 km) jut into German held territory, was established after the First battle of Ypres in the autumn of 1914. The position was tentative being surrounded by German forces on three sides.  As a result, the Allies started to dig-in forming defensive trenches.  The Germans followed suit starting the race to the sea that culminated in long trench lines that stretched from Switzerland to the North Sea.&#10;&#10;In the spring of 1915, the German command was ready to launch an offensive to force the capitulation of the salient.  In an attempt to overcome the unexpected stalemate of trench warfare the German command decided on the use of chlorine gas to pry open a section of the Ypres salient and conclusively cut the salient off.&#10;&#10;French Algerians, Territorials, Canadians and British were holding the salient unaware of what was to come.&#10;&#10;Dire Heroes - Gas Attack at Ypres is a rule book that is used in conjunction with a standard Memoir '44 board and components to recreate the 2nd Battle of Ypres during the Great War. Players take turns moving their units and launching offensives in order to capture objectives or to force the surrender of the opponents forces.&#10;&#10;The game starts with the infamous gas attack and the German offensive.&#10;&#10;Requires a Memoir '44 basic set and the Dire Heroes - Gas Attack at Ypres rule book to play.&#10;&#10;(Memoir '44 is a registered trademark of Days of Wonder, Inc.)&#10;&#10;",1,2,60,60,7.75,0.0,10
34789,Dancing with the Stars Card Game,2008,"From the University Games catalog:&#10;&#10;Players become judges in this hilarious game. To win, players must correctly win actual dances from the show by playing the correct dancer card with each specific dance. Fun for fans of the show and fans of dancing.&#10;&#10;Ages 8 and up&#10;&#10;",2,6,0,0,2.75,0.0,4
157673,Pints of Blood,2014,"Some old habits die hard. As the city is unexpectedly hit by disaster, and its inhabitants are slowly turning into hordes of hungry undead, an ever-growing assembly of zombies is beginning to queue outside a little corner pub. Inside a small group of patrons suddenly becomes aware that the evening is going to be more than just beer and snacks, and they're forced to take up whatever arms are within reach to avoid the fate of ending up as someone else's snack.&#10;&#10;In Pints of Blood, you must keep the zombies from entering the pub, and they're outside ready to move forward whenever they see any sign of life at the windows or door &ndash; or if they're pushed from behind by the ever-increasing number of zombies that are being brought in by the still running public transport.&#10;&#10;But no need to despair as help is on its way! Rally with your fellow survivors and hold out until the rescue vehicle makes its appearance. Be aware, however, that it might not have room for everyone, so at some point you may have to decide whether to support your mates or to fight for yourself &mdash; but if all buddies die before help arrives, the zombies win.&#10;&#10;",2,4,45,45,5.89483,5.51093,151
3640,Spy Ring,1965,"Players operate as both a spy and a contact man in an effort to collect as many secrets as they can from 16 Embassies in the newly created international city of Espiona. The one who collects the most valuable set of secrets is the winner.&#10;&#10;The newer (1970's) version of the game changed in quite a few ways, but still bore a great resemblance to the original. The newer version was more of a race to collect a set of secrets (reading them using a ""decoder""), and the contact man became a bodyguard for your spy.&#10;&#10;",2,4,30,45,5.25142,5.47591,176
2942,Admirals,1972,A naval battle game where players position the ships of their fleet in order to engage in individual combat and capture of the enemy Admiral to win the game. Not quite a naval version of Stratego--there are significant rule differences.&#10;&#10;,2,2,30,30,5.63488,5.50774,209
149097,Spurs: A Tale in the Old West,2014,"In Spurs: A Tale in the Old West, players take on the role of adventurers in the Old West, competing to handle various challenges to become a true Legend of the West.&#10;&#10;Players take turns moving around the main board, carrying out classic activities of the Old West, like taking on cattle-herding jobs or engaging in horse-breaking; if you are good at riding, you might end up with a nice stallion to sell! Gunslingers can go searching for wanted outlaws in the badlands or take on jobs to escort stagecoaches or deal with a gang of Desperados. Hunters will seek out wildlife in the forests (be careful as some animals might hunt you instead), while others might seek fortune by searching for gold in the mountains or gambling in the town saloons. Be careful, though, as you never know when other players will challenge you to a duel and try to rob you.&#10;&#10;",3,5,90,90,6.88883,5.67761,326
93657,Gintama Red Cherry Blossom: The Print and Play Game,2011,"This game is based on the film ""Gintama Red Cherry Blossom."" In this game, characters fight for their government or for their beliefs using weapons.&#10;&#10;This is a print and play game. The pdf includes the following components:&#10;- weapon cards&#10;- player tokens&#10;- life points&#10;- surprise cards&#10;- game board with track and card space&#10;&#10;In each round, the active player flips a coin and moves his character according to the number. The player then needs to follow the command on the box stopped on. Players can fight each other by subtracting weapon abilities from the opponents'. There are also special bonus points for matching characters with weapons.&#10;&#10;Each player has 5 lives and the player who has the most lives after two times around the board wins the game.&#10;&#10;",2,6,30,30,6.0,0.0,1
234034,Going Places in Africa and South America,2017,"Description from the publisher:&#10;&#10;Explore Africa and South America!&#10;&#10;Visit 76 cities in 52 countries and explore 8 points of interest across the continents.&#10;&#10;Each player receives one Destination card to determine their starting position, or hometown. Another 12 Destination cards are then dealt to each player. The goal is to plan a round trip from your hometown via the 12 destinations. The first person to complete a round trip wins!&#10;&#10;To aid the traveler, train stations, airports and harbors are available as a quick travel option if a player has a corresponding Compass card. The Compass cards can help or stall your trip in a number of ways, including changing the outcome of the game. A comfortable lead can change into a frenzied contest!&#10;&#10;Designed for 2-4 players and takes you on a different path around the continents each round!&#10;&#10;",2,4,10,20,0.0,0.0,0
88493,Casino Dice,1939,"""The Pocket Casino""&#10;&#10;The greatest gambling game of the century, brings Monte Carlo into your own home.&#10;&#10;The game includes (Pocket edition): &#10;one cloth (in pocket Case)&#10;two dice&#10;100 counters &#10;rules.&#10;&#10;Casino dice the latest Gambling Game of the Century is similar, to a certain extenr, to Roulette.&#10;It is played with two Dice and the odds, payable by the Baker, ranges from ""even money"" to 12 to 1 according to whether single numbers, doubles, sequences, or totals are backed. &#10;There are 29 seperate bets on the cloth, and all odds are clearly shown.&#10;&#10;The folding ""Pocket Edition"" Size 6 inches by 3 3/4 inches, opening out to 17 inches by 11 inches. Complete with two dice.&#10;&#10;The ""De Luxe"" Club Outfit, on Rexine Leather Cloth, Size 50"" x 24"" with Dice Cup, Dice, Rules and Counters.&#10;&#10;- summary from game box, rules and game flyer&#10;&#10;",1,0,10,10,0.0,0.0,0
649,Thieves of Bagdad,1999,"Players assume the roles of the famous Arabian characters like Sinbad and Scheherezade and try to move merchants, assassins, magi etc through the bazaar. By accumulating resource cards and selling them, players get more merchants, move them around, driving out lower ranking people and buying gems. The aim is to reach the palace with a diamond in your pocket, and pass it to the Vizier.&#10;&#10;But the rules allow several winning conditions and players can even steal from your bag of gems, making you buy fake gems to protect your diamond. The different roles make the resources have different values, so Scheherazade prefers silks to weapons, but Sinbad values weapons more.&#10;&#10;",3,6,90,90,5.9582,5.5191,122
